title_s,journalTitle_s,fileMain_s,releasedDateY_i,Gender_Numeric_Avg,First_Gender_Value,Last_Gender_Value,numChunks,Parsed_BERTopics,Parsed_TopicsLDA,TaxoEntities_Count
['Major shifts in species’ relative abundance in grassland mixtures alongside positive effects of species diversity in yield: a continental-scale experiment'],Journal of Ecology,https://hal.science/hal-01606097/document,2020,-0.15625,1.0,-1.0,12,"{'B0': 1, 'B-1': 5, 'B7': 4, 'B1': 2}","{'L19': 1.5, 'L144': 72.0, 'L186': 11.44, 'L188': 9.29}","Counter({('GBIF:8178722', 'grass'): 13, ('GBIF:6370925', 'grass'): 13, ('GBIF:5602702', 'grass'): 13, ('GBIF:5361880', 'grass'): 13, ('GBIF:5709497', 'grass'): 13, ('GBIF:2705308', 'Dactylis glomerata'): 11, ('GBIF:9014945', 'Phleum pratense'): 6, ('GBIF:2706241', 'Lolium perenne'): 6, ('GBIF:7374812', 'Lolium perenne'): 6, ('GBIF:8324121', 'Trifolium pratense'): 6, ('GBIF:2704178', 'Poa pratensis'): 5, ('GBIF:7856507', 'Poa pratensis'): 5, ('GBIF:7845503', 'Poa pratensis'): 5, ('GBIF:8270163', 'Trifolium repens'): 4, ('GBIF:5358748', 'Trifolium repens'): 4, ('GBIF:5358748', 'Trifolium repens L.'): 3, ('GBIF:2706241', 'Lolium perenne L.'): 2, ('GBIF:1693966', 'Montana montana'): 1, ('GBIF:8620144', 'Lolium rigidum'): 1, ('GBIF:7739705', 'Lolium rigidum'): 1, ('GBIF:2706218', 'Lolium rigidum'): 1, ('GBIF:2965531', 'Medicago polymorpha'): 1, ('GBIF:7827613', 'Medicago polymorpha'): 1, ('GBIF:5359385', 'Trifolium ambiguum'): 1, ('GBIF:9580132', 'Trifolium ambiguum'): 1, ('GBIF:8025975', 'Trifolium ambiguum'): 1, ('GBIF:2973363', 'Trifolium'): 1, ('GBIF:7804316', 'Trifolium'): 1, ('GBIF:3268117', 'Trifolium'): 1, ('GBIF:4590454', 'Legumen'): 1})"
['Tree species mixing reduces biomass but increases length of absorptive fine roots in European forests'],Journal of Ecology,https://hal.science/hal-03260277/document,2021,-0.2,1.0,-1.0,13,"{'B117': 1, 'B-1': 7, 'B183': 2, 'B65': 2, 'B49': 1}","{'L6': 42.0, 'L64': 2.11, 'L86': 44.75, 'L184': 1.48, 'L186': 3.91, 'L188': 5.08}","Counter({('GBIF:4807382', 'Conifera'): 20, ('GBIF:7417900', 'Picea abies'): 8, ('GBIF:5284884', 'Picea abies'): 8, ('GBIF:7695167', 'Picea abies'): 8, ('GBIF:5331916', 'Betula pendula'): 4, ('GBIF:8380578', 'Pinus sylvestris'): 4, ('GBIF:7306211', 'Pinus sylvestris'): 4, ('GBIF:8116613', 'Pinus sylvestris'): 4, ('GBIF:5285637', 'Pinus sylvestris'): 4, ('GBIF:7718215', 'Pinus sylvestris'): 4, ('GBIF:2875818', 'Carpinus betulus'): 4, ('GBIF:2882316', 'Fagus sylvatica'): 3, ('GBIF:2878688', 'Quercus robur'): 2, ('GBIF:7911626', 'Quercus robur'): 2, ('GBIF:7586523', 'Quercus robur'): 2, ('GBIF:8206510', 'Quercus robur'): 2, ('GBIF:8150470', 'Pinus abies alba'): 1, ('GBIF:5333294', 'Castanea sativa'): 1, ('GBIF:7848083', 'Abies picea'): 1, ('GBIF:2685485', 'Abies picea'): 1, ('GBIF:8447510', 'Abies picea'): 1, ('GBIF:8029044', 'Quercus cerris'): 1, ('GBIF:8317332', 'Quercus cerris'): 1, ('GBIF:2880580', 'Quercus cerris'): 1, ('GBIF:8343781', 'Quercus cerris'): 1, ('GBIF:8891649', 'Quercus ilex'): 1, ('GBIF:2879098', 'Quercus ilex'): 1, ('GBIF:2880130', 'Quercus petraea'): 1, ('GBIF:2877951', 'Quercus'): 1, ('GBIF:9118014', 'Betula pubescens'): 1, ('GBIF:4715440', 'Barrengarry'): 1, ('GBIF:3176787', 'Eucalyptus globulus'): 1, ('GBIF:2979775', 'Acacia mearnsii'): 1, ('GBIF:2882316', 'Fagus sylvatica L.'): 1, ('GBIF:5284884', 'Norway spruce'): 1, ('GBIF:5284884', 'Picea abies (L.) H.Karst.'): 1, ('GBIF:5285777', 'Pinus elliottii'): 1, ('GBIF:7920078', 'Pinus elliottii'): 1, ('GBIF:8294843', 'Cunninghamia lanceolata'): 1, ('GBIF:7721140', 'Cunninghamia lanceolata'): 1, ('GBIF:5284278', 'Cunninghamia lanceolata'): 1, ('GBIF:9452546', '? mccormacki'): 1, ('GBIF:4205640', 'Manchurian walnut'): 1, ('GBIF:9342789', 'Pinus tabuliformis'): 1, ('GBIF:5285359', 'Pinus tabuliformis'): 1})"
['Long‐term experimental drought alters floral scent and pollinator visits in a Mediterranean plant community despite overall limited impacts on plant phenotype and reproduction'],Journal of Ecology,https://hal.science/hal-03745412/document,2022,0.3181818181818182,1.0,1.0,17,"{'B0': 1, 'B-1': 11, 'B10': 2, 'B24': 2, 'B55': 1}","{'L5': 1.02, 'L8': 3.31, 'L22': 1.39, 'L35': 1.41, 'L58': 32.47, 'L64': 1.26, 'L71': 8.81, 'L74': 6.71, 'L86': 1.11, 'L149': 1.16, 'L151': 2.78, 'L169': 8.73, 'L175': 7.05, 'L180': 1.47, 'L194': 7.12, 'L195': 7.86}","Counter({('GBIF:3889108', 'Salvia rosmarinus'): 66, ('GBIF:7331435', 'Cistus albidus'): 65, ('GBIF:7565152', 'Thymus vulgaris'): 46, ('GBIF:5341442', 'Thymus vulgaris'): 46, ('GBIF:7904283', 'Thymus vulgaris'): 46, ('GBIF:7596335', 'Thymus vulgaris'): 46, ('GBIF:1341976', 'Apis mellifera'): 23, ('GBIF:1470', 'Coleoptera'): 6, ('GBIF:10313671', 'Coleoptera'): 6, ('GBIF:3230674', 'Diptera'): 5, ('GBIF:811', 'Diptera'): 5, ('GBIF:8891649', 'Quercus ilex'): 3, ('GBIF:2879098', 'Quercus ilex'): 3, ('GBIF:4374188', 'Jaworskia'): 2, ('GBIF:2497', 'Lamiaceae'): 2, ('GBIF:797', 'Lepidoptera'): 2, ('GBIF:2926634', 'Rosmarinus officinalis L.'): 2, ('GBIF:3889108', 'Rosmarinus officinalis L.'): 2, ('GBIF:3113414', 'Cirsium arvense'): 2, ('GBIF:1340278', 'bumblebees'): 2, ('GBIF:8912696', 'Quercus coccifera'): 1, ('GBIF:2879175', 'Quercus coccifera'): 1, ('GBIF:4689', 'Fagaceae'): 1, ('GBIF:2926634', 'Rosmarinus officinalis'): 1, ('GBIF:9033789', 'Rosmarinus officinalis'): 1, ('GBIF:8901398', 'Rosmarinus officinalis'): 1, ('GBIF:6635', 'Cistaceae'): 1, ('GBIF:2952000', 'Ulex parviflorus Pourr.'): 1, ('GBIF:1340278', 'Bombus'): 1, ('GBIF:3265361', 'Herrera'): 1, ('GBIF:3230894', 'Herrera'): 1, ('GBIF:7901', 'Andrenidae'): 1, ('GBIF:9088325', 'Eristalis anthophorinus anthophorinus'): 1, ('GBIF:9267504', 'Colletes'): 1, ('GBIF:1348504', 'Colletes'): 1, ('GBIF:7908', 'Halictidae'): 1, ('GBIF:7911', 'Megachilidae'): 1, ('GBIF:1893479', 'Ceratinia'): 1, ('GBIF:1349360', 'Hylaeus'): 1, ('GBIF:1343230', 'Nomada'): 1, ('GBIF:7285', 'Bombyliidae'): 1, ('GBIF:6920', 'Syrphidae'): 1, ('GBIF:1829702', 'Glyphipterix'): 1, ('GBIF:5358922', 'Trifolium willdenovii'): 1, ('GBIF:1345710', 'Andrena'): 1, ('GBIF:1337664', 'Osmia'): 1, ('GBIF:8940303', 'Osmia'): 1, ('GBIF:1353501', 'Lasioglossum'): 1, ('GBIF:1341979', 'Apis cerana'): 1, ('GBIF:5341727', 'Jacquemontia pentanthos'): 1, ('GBIF:5632273', 'Trigonella moabitica'): 1, ('GBIF:5386', 'Fabaceae'): 1, ('GBIF:7331435', 'Cistus albidus L.'): 1, ('GBIF:7812064', 'Pinus halepensis'): 1, ('GBIF:5285604', 'Pinus halepensis'): 1, ('GBIF:2928858', 'petunia'): 1, ('GBIF:8254205', 'petunia'): 1, ('GBIF:8341047', 'petunia'): 1, ('GBIF:2926110', 'Borago officinalis'): 1, ('GBIF:2498', 'Boraginaceae'): 1, ('GBIF:7556440', 'Echium plantagineum'): 1, ('GBIF:8379950', 'Echium plantagineum'): 1, ('GBIF:2925895', 'Echium plantagineum'): 1, ('GBIF:1340503', 'Bombus terrestris'): 1, ('GBIF:2210219', 'Meinertia'): 1, ('GBIF:5358748', 'Trifolium repens L.'): 1, ('GBIF:3172001', 'Antirrhinum majus'): 1, ('GBIF:6109534', 'Amaranthus retroflexus'): 1, ('GBIF:3042636', 'Brassica napus L.'): 1, ('GBIF:5341442', 'Thymus vulgaris L.'): 1, ('GBIF:1457', 'bees'): 1, ('GBIF:8896965', 'Nomada vegana vegana'): 1, ('GBIF:2879175', 'Quercus coccifera L.'): 1, ('GBIF:7768786', 'Pinus pinea'): 1, ('GBIF:8290979', 'Pinus pinea'): 1, ('GBIF:5285165', 'Pinus pinea'): 1, ('GBIF:7481150', 'Quercus pubescens'): 1, ('GBIF:2881283', 'Quercus pubescens'): 1, ('GBIF:8042893', 'Quercus pubescens'): 1, ('GBIF:8685278', 'Quercus pubescens'): 1, ('GBIF:8013944', 'Cistus salviifolius'): 1, ('GBIF:2874027', 'Cistus salviifolius'): 1, ('GBIF:8550014', 'Cistus salviifolius'): 1, ('GBIF:8011440', 'Cistus salviifolius'): 1, ('GBIF:3113414', 'Canada Thistle'): 1, ('GBIF:3113685', 'Cirsium repandum'): 1, ('GBIF:3065', 'Asteraceae'): 1, ('GBIF:4334', 'honey bees'): 1, ('GBIF:4740785', 'Borneola'): 1})"
['Multi-scale drivers of community diversity and composition across tidal heights: an example on temperate seaweed communities'],Journal of Ecology,https://hal.science/hal-02354443/document,2019,0.75,1.0,1.0,11,"{'B0': 1, 'B-1': 9, 'B5': 1}","{'L88': 4.13, 'L124': 2.22, 'L136': 4.45, 'L172': 72.74, 'L186': 10.61, 'L193': 1.07}","Counter({('GBIF:2384899', 'Red kelp'): 17, ('GBIF:5422383', 'Laminaria hyperborea'): 14, ('GBIF:5406735', 'teaweed'): 11, ('GBIF:5422479', 'Laminaria digitata'): 4, ('GBIF:7234728', 'Laminaria'): 2, ('GBIF:3195825', 'Laminaria'): 2, ('GBIF:3246281', 'Laminaria'): 2, ('GBIF:4378576', 'Micropsammella infralittoralis'): 2, ('GBIF:7600040', 'Borea'): 1, ('GBIF:3733417', 'Borea'): 1, ('GBIF:7665', 'Phycidae'): 1, ('GBIF:5278844', 'Gracilaria gracilis'): 1, ('GBIF:335', 'Glaucophyceae'): 1, ('GBIF:7073593', 'Phaeophyceae'): 1, ('GBIF:7887451', 'Cryptonemiales'): 1, ('GBIF:9621923', 'Lyria stricto sensu'): 1, ('GBIF:1403', 'Palmariales'): 1, ('GBIF:670', 'Corallinales'): 1, ('GBIF:3258945', 'Laura'): 1, ('GBIF:3243609', 'Laura'): 1, ('GBIF:3244122', 'Laura'): 1, ('GBIF:2114107', 'Laura'): 1, ('GBIF:665', 'Ceramiales'): 1, ('GBIF:8896965', 'Nomada vegana vegana'): 1, ('GBIF:4789470', 'Pehlkea'): 1, ('GBIF:2403681', 'Investigator'): 1, ('GBIF:6756556', 'Investigator'): 1, ('GBIF:221', 'sea urchins'): 1, ('GBIF:3196095', 'Ecklonia radiata'): 1})"
"['Predicting the structure and functions of peatland microbial communities from Sphagnum phylogeny, anatomical and morphological traits and metabolites']",Journal of Ecology,https://hal.science/hal-03373855/document,2021,-0.3076923076923077,1.0,-1.0,14,"{'B23': 8, 'B-1': 3, 'B14': 1, 'B39': 2}","{'L32': 1.0, 'L48': 91.26, 'L116': 3.81, 'L184': 1.44}","Counter({('GBIF:2669002', 'Sphagnum fallax'): 4, ('GBIF:2668996', 'Sphagnum papillosum'): 3, ('GBIF:2668958', 'Sphagnum'): 2, ('GBIF:91', 'rotifers'): 2, ('GBIF:2669001', 'Sphagnum magellanicum'): 2, ('GBIF:1673043', 'Synthesia'): 1, ('GBIF:68', 'Cyanobacteria'): 1, ('GBIF:5', 'fungi'): 1, ('GBIF:5333413', 'Andromeda polifolia'): 1, ('GBIF:9553267', 'Grabowskia'): 1, ('GBIF:5715124', 'Atrytone logan logan'): 1, ('GBIF:5142061', 'Atrytone logan logan'): 1, ('GBIF:3152652', 'cotton'): 1, ('GBIF:3152661', 'cotton'): 1, ('GBIF:2669156', 'Sphagnum strictum'): 1, ('GBIF:3244195', 'Lindbergia'): 1, ('GBIF:3266214', 'Lindbergia'): 1, ('GBIF:3238095', 'Lindbergia'): 1, ('GBIF:3232755', 'Lindbergia'): 1, ('GBIF:2681236', 'Lindbergia'): 1, ('GBIF:2668960', 'Sphagnum angustifolium'): 1, ('GBIF:4673', 'Sphagnaceae'): 1, ('GBIF:2669138', 'Sphagnum balticum'): 1})"
['Landscape epidemiology of ash dieback'],Journal of Ecology,https://hal.science/hal-02541917/document,2020,-0.25,1.0,0.0,9,"{'B0': 1, 'B123': 5, 'B22': 1, 'B16': 1, 'B-1': 1}","{'L6': 1.15, 'L17': 2.65, 'L54': 7.45, 'L58': 5.72, 'L64': 4.38, 'L66': 29.09, 'L73': 5.82, 'L81': 6.11, 'L101': 14.13, 'L131': 1.15, 'L140': 2.3, 'L184': 3.5, 'L188': 7.42, 'L196': 7.15}","Counter({('GBIF:8313437', 'Hymenoscyphus fraxineus'): 33, ('GBIF:7355203', 'Fraxinus excelsior'): 5, ('GBIF:3172358', 'Fraxinus excelsior'): 5, ('GBIF:8322708', 'Fraxinus excelsior'): 5, ('GBIF:7591641', 'Fraxinus excelsior'): 5, ('GBIF:8686620', 'Fraxinus excelsior'): 5, ('GBIF:3203589', 'Phytophthora'): 2, ('GBIF:3189811', 'chestnut'): 2, ('GBIF:2882140', 'chestnut'): 2, ('GBIF:1768702', 'chestnut'): 2, ('GBIF:3172358', 'Fraxinus excelsior L.'): 2, ('GBIF:7699567', 'Hymenoscyphus pseudoalbidus'): 2, ('GBIF:3498756', 'Chalara fraxinea'): 2, ('GBIF:3172323', 'Fraxinus'): 1, ('GBIF:2878688', 'Quercus robur'): 1, ('GBIF:7911626', 'Quercus robur'): 1, ('GBIF:7586523', 'Quercus robur'): 1, ('GBIF:8206510', 'Quercus robur'): 1, ('GBIF:2875818', 'Hornbeam'): 1, ('GBIF:2875818', 'Carpinus betulus L.'): 1, ('GBIF:9827336', 'Gracillariidae'): 1, ('GBIF:5487', 'Gracillariidae'): 1, ('GBIF:5334234', 'Lonicera maackii'): 1, ('GBIF:9089045', 'Lonicera maackii'): 1, ('GBIF:7902463', 'Lonicera maackii'): 1, ('GBIF:5334234', 'Amur honeysuckle'): 1, ('GBIF:7902463', 'Amur honeysuckle'): 1, ('GBIF:1457', 'bees'): 1, ('GBIF:1457', 'wasps'): 1})"
"['Effect of pollination strategy, phylogeny and distribution on pollination niches of Euro-Mediterranean orchids']",Journal of Ecology,https://hal.science/hal-01806945/document,2020,-0.2,1.0,-1.0,11,"{'B143': 10, 'B5': 1}","{'L6': 7.35, 'L128': 1.22, 'L137': 3.84, 'L161': 6.31, 'L169': 9.85, 'L194': 65.35}","Counter({('GBIF:7689', 'orchids'): 89, ('GBIF:2073062', 'orchid aphid'): 39, ('GBIF:7689', 'Orchidaceae'): 11, ('GBIF:216', 'insects'): 2, ('GBIF:2816250', 'Neottia ovata'): 2, ('GBIF:9177294', 'Neottia ovata'): 2, ('GBIF:5319226', 'Epipactis palustris'): 2, ('GBIF:8350880', 'Orchis mediterranea'): 2, ('GBIF:2808409', 'Orchis mediterranea'): 2, ('GBIF:7365038', 'Orchis mediterranea'): 2, ('GBIF:8135690', 'Cypripedium calceolus'): 1, ('GBIF:8067812', 'Cypripedium calceolus'): 1, ('GBIF:2820517', 'Cypripedium calceolus'): 1, ('GBIF:5309729', 'Stelis cypripedioides'): 1, ('GBIF:2901888', 'Epidendroides'): 1, ('GBIF:8254959', 'Epidendroides'): 1, ('GBIF:5230110', 'Maquis Canastero'): 1, ('GBIF:7378451', 'Gymnadenia nigra'): 1, ('GBIF:2840590', 'Gymnadenia nigra'): 1, ('GBIF:2805404', 'Spiranthes romanzoffiana'): 1, ('GBIF:2792588', 'Ophrys insectifera'): 1, ('GBIF:7751420', 'Ophrys insectifera'): 1, ('GBIF:7912241', 'Serapias'): 1, ('GBIF:8372512', 'Epipactis'): 1, ('GBIF:8254469', 'Epipactis'): 1, ('GBIF:7613351', 'Epipactis'): 1, ('GBIF:5318859', 'Epipactis'): 1, ('GBIF:8409580', 'Epipactis'): 1, ('GBIF:7771219', 'Gymnadenia'): 1, ('GBIF:2797839', 'Platanthera'): 1, ('GBIF:797', 'moths'): 1, ('GBIF:9213153', 'Platanthera bifolia'): 1, ('GBIF:7837454', 'Spiranthes aestivalis'): 1, ('GBIF:2805343', 'Spiranthes aestivalis'): 1, ('GBIF:3055556', 'Dalechampia'): 1, ('GBIF:4691', 'Euphorbiaceae'): 1, ('GBIF:3246872', 'Orchidium'): 1, ('GBIF:2802267', 'Orchidium'): 1, ('GBIF:2829038', 'Habenaria alinae'): 1, ('GBIF:2793334', 'Ophrys sphegodes'): 1, ('GBIF:5314764', 'Serapias vomeracea'): 1, ('GBIF:1457', 'Hymenoptera'): 1, ('GBIF:4646192', 'Calappe'): 1, ('GBIF:2222789', 'Calappe'): 1, ('GBIF:7368593', 'Selbyana'): 1, ('GBIF:2170943', 'Dudasia'): 1, ('GBIF:3048091', 'Erysimum mediohispanicum'): 1, ('GBIF:7332017', 'Veronica orchidea orchidea'): 1, ('GBIF:7332022', 'Veronica orchidea orchidea'): 1, ('GBIF:4494312', 'Spilomena beata Blüthgen'): 1, ('GBIF:3170229', 'Asclepias'): 1, ('GBIF:5420960', 'Clarkia xantiana'): 1, ('GBIF:2792579', 'Ophrys'): 1, ('GBIF:2847218', 'Chiloglottis'): 1, ('GBIF:2849368', 'Orchis bergonii'): 1, ('GBIF:2808646', 'Anacamptis papilionacea'): 1, ('GBIF:8343336', 'Aphids'): 1, ('GBIF:3042', 'Aphids'): 1})"
['Plant diversity enhances production and downward transport of biodegradable dissolved organic matter'],Journal of Ecology,https://hal.science/hal-03102027/document,2022,0.027777777777777776,-1.0,-1.0,13,"{'B90': 1, 'B-1': 11, 'B7': 1}","{'L86': 7.34, 'L97': 68.71, 'L116': 16.57, 'L186': 3.56}","Counter({('GBIF:1673043', 'Synthesia'): 2, ('GBIF:2704504', 'Arrhenatherum'): 1, ('GBIF:5210988', 'Panga'): 1, ('GBIF:5239316', 'Poria geoderma'): 1, ('GBIF:7275091', 'Muellera'): 1})"
['Disentangling the effects of microalgal diversity and thermal history on freshwater phototrophic biofilms facing heat stress: A thermal dose approach'],Journal of Ecology,https://hal.univ-lorraine.fr/hal-03895245/document,2023,0.25,0.5,1.0,11,"{'B0': 2, 'B14': 7, 'B-1': 2}","{'L49': 5.55, 'L55': 4.15, 'L59': 6.35, 'L61': 2.81, 'L158': 77.51, 'L186': 1.9}","Counter({('GBIF:2640664', 'Scenedesmus'): 7, ('GBIF:3217880', 'Komvophoron'): 6, ('GBIF:9342525', 'Komvophoron'): 6, ('GBIF:7972460', 'Gomphonema parvulum'): 5, ('GBIF:8328326', 'Gomphonema parvulum'): 5, ('GBIF:9688029', 'Nostoc'): 4, ('GBIF:3219414', 'Nostoc'): 4, ('GBIF:9747615', 'Uronema confervicola'): 2, ('GBIF:7947184', 'diatoms'): 2, ('GBIF:8176985', 'diatoms'): 2, ('GBIF:7592153', 'Gomphonema'): 2, ('GBIF:7891513', 'Gomphonema'): 2, ('GBIF:5266985', 'Gomphonema'): 2, ('GBIF:6754458', 'Diatoma vulgaris'): 2, ('GBIF:2628185', 'Nitzschia'): 2, ('GBIF:3259850', 'Nitzschia'): 2, ('GBIF:3268643', 'Nitzschia'): 2, ('GBIF:5271221', 'Chlamydomonas reinhardtii'): 2, ('GBIF:1673043', 'Synthesia'): 1, ('GBIF:8140167', 'Nitzschia palea'): 1, ('GBIF:68', 'Cyanobacteria'): 1, ('GBIF:2687984', 'Dunaliella salina'): 1, ('GBIF:7819616', 'green algae'): 1, ('GBIF:36', 'green algae'): 1, ('GBIF:3217910', 'Leptolyngbya'): 1, ('GBIF:9514489', 'Chaetoceros muelleri'): 1, ('GBIF:4275388', 'Chaetoceros muelleri'): 1, ('GBIF:7716676', 'Phaeodactylum tricornutum'): 1, ('GBIF:2630911', 'Achnanthidium'): 1, ('GBIF:8383250', 'Cocconeis'): 1, ('GBIF:3193414', 'Thalassiosira pseudonana'): 1, ('GBIF:3217052', 'Synechocystis'): 1, ('GBIF:2640725', 'Scenedesmus obliquus'): 1, ('GBIF:8503283', 'Posidonia oceanica'): 1, ('GBIF:5328663', 'Posidonia oceanica'): 1, ('GBIF:7493847', 'Gomphonema aponima Kutzing'): 1, ('GBIF:1123236', 'Tetrops starki Sánchez Sobrino & Tolosa Sánchez, 2003'): 1, ('GBIF:1123237', 'Tetrops starki Sánchez Sobrino & Tolosa Sánchez, 2003'): 1, ('GBIF:4645267', 'Martiana Rodríguez, 1980'): 1, ('GBIF:2117021', 'giant copepod'): 1, ('GBIF:746', 'Chroococcales'): 1})"
['Spatial turnover of fungi and partner choice shape mycorrhizal networks in epiphytic orchids'],Journal of Ecology,https://hal.science/hal-03792570/document,2022,-0.25,-1.0,-1.0,13,"{'B0': 2, 'B12': 1, 'B-1': 10}","{'L32': 4.38, 'L49': 7.71, 'L66': 9.9, 'L77': 3.09, 'L86': 10.97, 'L87': 11.99, 'L108': 3.05, 'L151': 1.33, 'L169': 1.75, 'L178': 2.63, 'L186': 1.34, 'L194': 37.77}","Counter({('GBIF:2073062', 'orchid aphid'): 62, ('GBIF:7689', 'orchids'): 56, ('GBIF:7689', 'Orchidaceae'): 28, ('GBIF:2833479', 'Angraecum cucullatum'): 15, ('GBIF:4198', 'Tulasnellaceae'): 14, ('GBIF:2844019', 'Bulbophyllum prismaticum'): 9, ('GBIF:8458', 'Ceratobasidiaceae'): 8, ('GBIF:9760082', 'Serendipitaceae'): 6, ('GBIF:2886248', 'Labourdonnaisia calophylloides'): 6, ('GBIF:4055502', 'Nuxia verticillata'): 6, ('GBIF:8802', 'Sapotaceae'): 4, ('GBIF:3233534', 'Stilbaceae'): 4, ('GBIF:2792457', 'Polystachya concreta'): 4, ('GBIF:8979687', 'Polystachya concreta'): 4, ('GBIF:3264952', 'Ceria'): 4, ('GBIF:1536255', 'Ceria'): 4, ('GBIF:3248908', 'Mycena'): 3, ('GBIF:5955261', 'Mycena'): 3, ('GBIF:2833698', 'Angraecum ramosum'): 3, ('GBIF:5249430', 'Poria mycorrhiza'): 2, ('GBIF:2554026', 'Fusarium'): 2, ('GBIF:8305974', 'Fusarium'): 2, ('GBIF:7533299', 'Angraecum mauritianum'): 2, ('GBIF:2833403', 'Angraecum mauritianum'): 2, ('GBIF:2833639', 'Angraecum pectinatum'): 2, ('GBIF:155', 'Atractiellomycetes'): 2, ('GBIF:2846625', 'Beclardia macrostachya'): 2, ('GBIF:8808674', 'Beclardia macrostachya'): 2, ('GBIF:9065760', 'Figura'): 2, ('GBIF:5', 'fungi'): 2, ('GBIF:3115391', 'Petrollinia'): 2, ('GBIF:95', 'Ascomycota'): 1, ('GBIF:8612683', 'Rhizoctonia'): 1, ('GBIF:2513837', 'Rhizoctonia'): 1, ('GBIF:1300', 'Cantharellales'): 1, ('GBIF:531', 'Sebacinales'): 1, ('GBIF:2846625', 'Beclardia macrostachya (Thouars) A.Rich.'): 1, ('GBIF:5312802', 'Oberonia disticha'): 1, ('GBIF:2846209', 'Bulbophyllum occultum'): 1, ('GBIF:2791998', 'Polystachya'): 1, ('GBIF:4644968', 'Ser'): 1, ('GBIF:7238668', 'Mycelium'): 1, ('GBIF:2304147', 'Maxwellia'): 1, ('GBIF:3234003', 'Maxwellia'): 1, ('GBIF:2524218', 'Rhizopogon'): 1, ('GBIF:4762828', 'Mycota'): 1, ('GBIF:2849312', 'Orchis'): 1, ('GBIF:2809736', 'Dactylorhiza'): 1, ('GBIF:7401873', 'Dactylorhiza'): 1, ('GBIF:5251961', 'Fusarium oxysporum'): 1, ('GBIF:7599187', 'Fusarium oxysporum'): 1, ('GBIF:2808791', 'Bletilla striata'): 1, ('GBIF:270', 'Pucciniomycetes'): 1, ('GBIF:8896965', 'Nomada vegana vegana'): 1, ('GBIF:4706771', 'Hawaiiana'): 1, ('GBIF:8891649', 'Quercus ilex'): 1, ('GBIF:2879098', 'Quercus ilex'): 1, ('GBIF:10288693', 'Stenus yukawai'): 1, ('GBIF:2522816', 'Amaurodon sumatranus Miettinen & Kõljalg'): 1, ('GBIF:3656008', 'Gomesia'): 1, ('GBIF:9366166', 'Gomesia'): 1, ('GBIF:3263344', 'Dendrobium'): 1, ('GBIF:2821327', 'Dendrobium'): 1, ('GBIF:5317472', 'Dendrobium officinale'): 1, ('GBIF:1762178', 'Cetola'): 1})"
['Leaf drought tolerance cannot be inferred from classic leaf traits in a tropical rainforest'],Journal of Ecology,https://hal.umontpellier.fr/hal-02394283/document,2019,0.0,1.0,-1.0,14,"{'B-1': 6, 'B28': 1, 'B43': 5, 'B181': 1, 'B22': 1}","{'L6': 9.5, 'L31': 1.83, 'L33': 15.84, 'L86': 14.17, 'L89': 1.32, 'L98': 13.25, 'L145': 29.25, 'L146': 1.1, 'L186': 9.92}","Counter({('GBIF:1470237', 'Dinera calcium'): 4, ('GBIF:1802973', 'Paracarea'): 4, ('GBIF:10618166', 'Barona Calisto, Piñeiro & Piñeiro Martínez, 2019'): 2, ('GBIF:3256861', 'Arias'): 2, ('GBIF:2337411', 'Arias'): 2, ('GBIF:2345477', 'Arias'): 2, ('GBIF:2308738', 'Alma'): 1, ('GBIF:7096017', 'cacao'): 1, ('GBIF:7813419', 'cacao'): 1, ('GBIF:3152205', 'cacao'): 1, ('GBIF:3176787', 'Eucalyptus globulus'): 1, ('GBIF:9814714', 'Asteromella garbowskii'): 1, ('GBIF:2060518', 'Lavora'): 1})"
['Climate anomalies and neighbourhood crowding interact in shaping tree growth in old‐growth and selectively logged tropical forests'],Journal of Ecology,https://hal.inrae.fr/hal-04429206/document,2024,-0.13043478260869565,1.0,1.0,22,"{'B117': 1, 'B181': 6, 'B-1': 10, 'B22': 2, 'B43': 1, 'B28': 1, 'B5': 1}","{'L4': 38.24, 'L17': 1.81, 'L33': 4.87, 'L86': 12.31, 'L98': 14.47, 'L146': 4.98, 'L186': 7.29, 'L188': 1.71, 'L195': 1.43}","Counter({('GBIF:2382506', 'Gorete'): 3, ('GBIF:2414053', 'Bocón'): 2, ('GBIF:5724117', 'commercial trochus'): 2, ('GBIF:2464948', 'Neotropical Tree Boa'): 2, ('GBIF:2901558', 'Oxyanthus montanus Sonké'): 2, ('GBIF:1837566', 'Heureta'): 2, ('GBIF:4030476', 'Vochysia palmirana F.França & Proença'): 2, ('GBIF:2150793', 'Nilus'): 2, ('GBIF:4597213', 'Wolfgangia'): 1, ('GBIF:9293677', '? tropicale'): 1, ('GBIF:4718266', 'Oxyge'): 1, ('GBIF:2482552', 'Chough'): 1, ('GBIF:9581712', 'Amazoniella'): 1, ('GBIF:5309798', 'Stelis pendens Luer & Vásquez'): 1, ('GBIF:5044769', 'Systole tuomela'): 1, ('GBIF:4810662', 'Oliveirania'): 1, ('GBIF:4807382', 'Conifera'): 1, ('GBIF:4632957', 'Ommokris'): 1})"
